ISBN,Title,Author,Original Price,Discounted price,ISBN-10,Series,Published,Format,Language,Number of Pages,Audience,For Ages,For Grades,Publisher,Country of Publication,Dimensions (cm),Weight (kg),Volume Number,Edition Type,Edition Number
9780241322499,A Perfect Spy,John le Carré,,15.99,0241322499,Penguin Modern Classics,27th September 2018,ePUB,English,688,General Adult,,,Penguin Books Ltd,,,,,,
9781405525961,Blood Song,Anthony Ryan,,12.99,1405525967,Raven's Shadow  Book 1,11th April 2013,ePUB,English,592,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780755350858,The Eagle and the Wolves (Eagles of the Empire 4),Simon Scarrow,,12.99,0755350855,Eagles of the Empire  Book 16,4th September 2008,ePUB,English,448,General Adult,,,Headline,,,,16,Digital original,
9780748110001,Excession,Iain M. Banks,,12.99,0748110003,Culture,4th September 2008,ePUB,English,464,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780718197292,Brothers York,Thomas Penn,,19.99,0718197291,,3rd October 2019,ePUB,English,640,General Adult,,,Penguin Books Ltd,,,,,,
9780141962900,The Secret Diary of Adrian Mole Aged 13 ¾,Sue Townsend,,9.99,0141962909,The Originals,5th November 2009,ePUB,English,272,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,,,
9781101155646,The Girl On Legare Street,Karen White,10.27,9.99,1101155647,Tradd Street  Book 2,3rd November 2009,ePUB,English,,,,,Penguin Publishing Group,,,,2,,
9780857191410,How I Made $2 Million in the Stock Market,Nicolas Darvas,21.99,20.99,0857191411,,27th March 2020,ePUB,English,198,General Adult,,,Harriman House,,,,,,
9780748133833,The Summer Queen,Elizabeth Chadwick,,12.99,0748133836,Eleanor of Aquitaine trilogy  Book 1,20th June 2013,ePUB,English,496,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780307351487,,,,,,,,,,,,,,,,,,,,
9781370046782,Hellion,Karen Lynch,,6.87,1370046782,Relentless  Book 7,8th January 2019,ePUB,English,,,13 - 17 years old,,Karen Lynch,,,,7,,
9780755384839,You Can't Hide (The Chicago Series Book 4),Karen Rose,,30.25,0755384830,Chicago Series,2nd July 2015,Paperback,English,448,General Adult,,,Headline Publishing Group,GB,24.9 x 16.5 x 7.1,0.31,,,1
9780307388629,,,,,,,,,,,,,,,,,,,,
9780307483690,,,,,,,,,,,,,,,,,,,,
9780330527989,The Winner,David Baldacci,,,0330527983,,16th May 2011,ePUB,English,592,,,,,,,,,,
9780307887290,Our Man in Charleston,Christopher Dickey,25.70,20.99,0307887294,,21st July 2015,ePUB,English,,,,,Crown,,,,,,
9780748109500,Postmortem,Patricia Cornwell,,12.99,0748109501,Kay Scarpetta  Book 1,4th September 2008,ePUB,English,416,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780989768412,Hardwired,Meredith Wild,22.17,21.75,0989768414,Hacker,24th January 2015,Paperback,English,288,General Adult,,,WATERHOUSE PR,US,20.07 x 13.46 x 2.03,0.3,,,
9780241376935,One Of Us Is Next,Karen M. McManus,,9.99,0241376939,One Of Us Is Lying  Book 2,9th January 2020,ePUB,English,308,Children,9 - 12 years old,,Penguin Random House Children's UK,,,,2,,
9780748113347,The Blind Assassin,Margaret Atwood,,11.99,0748113347,,3rd September 2009,ePUB,English,656,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780804151429,Alaska,James A. Michener,27.42,21.99,0804151423,,17th December 2013,ePUB,English,,,,,Random House Publishing Group,,,,,,
9780755351879,Solo,Jill Mansell,,11.99,0755351878,,10th February 2008,ePUB,English,300,General Adult,,,Headline,,,,,Digital original,
9780755373277,The Hand That First Held Mine,Maggie O'Farrell,,11.99,0755373278,,29th April 2010,ePUB,English,352,General Adult,,,Headline,,,,,Digital original,
9780748109586,The Body Farm,Patricia Cornwell,,11.99,0748109587,Kay Scarpetta  Book 5,4th September 2008,ePUB,English,400,General Adult,,,"Little, Brown Book Group",,,,5,Digital original,
9780748121960,Welcome To Rosie Hopkins' Sweetshop Of Dreams,Jenny Colgan,,12.99,074812196X,Rosie Hopkins  Book 1,29th March 2012,ePUB,English,400,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9781407059044,The Firm,John Grisham,,15.99,1407059041,,21st April 2010,ePUB,English,496,General Adult,,,Random House,,,,,,
9780755350803,The Eagle In The Sand (Eagles of the Empire 7),Simon Scarrow,,12.99,0755350804,Eagles of the Empire  Book 27,4th September 2008,ePUB,English,448,General Adult,,,Headline,,,,27,Digital original,
9780748114337,Raise the Titanic,Clive Cussler,,11.99,0748114335,Dirk Pitt Adventures  Book 4,17th September 2009,ePUB,English,320,General Adult,,,"Little, Brown Book Group",,,,4,Digital original,
9781401920524,"Change Your Thoughts, Change Your Life",Dr. Wayne W. Dyer,19.06,15.99,1401920527,,31st July 2007,ePUB,English,395,,,,Hay House,,,,,,
9780141909820,Last Chance Saloon,Marian Keyes,,15.99,014190982X,,7th July 2005,ePUB,English,608,General Adult,,,Penguin Books Ltd,,,,,,
9780356517018,The Great Hunt,Robert Jordan,22.99,22.40,0356517012,Wheel of Time,14th September 2021,Paperback,English,720,General Adult,,,Little Brown,,19 x 12.5 x 5,0.49,,,1
9781393487326,In Peace Lies Havoc (Midnight Mayhem: Book I),Amo Jones,,,1393487327,Midnight Mayhem  Book 1,5th November 2019,ePUB,English,,,,,?Amo Jones,,,,1,,
9781405528252,The First Fifteen Lives of Harry August,Claire North,,11.99,1405528257,,8th April 2014,ePUB,English,416,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9781405515665,The Sword Of Shannara,Terry Brooks,,12.99,140551566X,The Original Shannara Trilogy  Book 1,23rd February 2012,ePUB,English,672,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9781101985007,The Dollhouse,Fiona Davis,25.70,20.99,1101985003,,23rd August 2016,ePUB,English,,,,,Penguin Publishing Group,,,,,,
9781119278979,The Leadership Challenge,James M. Kouzes,,41.79,111927897X,J-B Leadership Challenge Kouzes/Posner,30th March 2017,ePUB,English,,Professional and Scholarly,,,Wiley Professional Development (P&T),US,,,,,6
9780748117383,A Pound Of Flesh,Alex Gray,,12.99,0748117385,DSI William Lorimer  Book 9,1st March 2012,ePUB,English,352,General Adult,,,"Little, Brown Book Group",,,,9,Digital original,
9780755322824,Stardust,Neil Gaiman,22.99,18.95,0755322827,,1st May 1999,Paperback,English,214,Professional and Scholarly,,,Headline,GB,20 x 13.5 x 1.5,0.19,,,1
9780141972091,The Boundless Sea,David Abulafia,,19.99,0141972092,,3rd October 2019,ePUB,English,512,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9780141190761,The Lady in the Lake and Other Novels,Raymond Chandler,,16.99,0141190760,Penguin Modern Classics,7th June 2001,ePUB,English,608,General Adult,,,Penguin Books Ltd,,,,,,
9780141970257,Blue Monday,Nicci French,,15.99,0141970251,Frieda Klein  Book 1,23rd June 2011,ePUB,English,432,General Adult,,,Penguin Books Ltd,,,,1,,
9780857899644,Masters of Rome,Robert Fabbri,9.49,8.99,0857899643,Vespasian  Book 5,7th August 2014,ePUB,English,300,General Adult,,,Corvus,,,,5,Digital original,1
9780748122769,Apache Dawn,Damien Lewis,,,0748122761,,2nd September 2010,ePUB,English,384,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9781370005321,Body Swap,Katrina Kahler,,,1370005326,,28th March 2017,ePUB,English,,,,,Katrina Kahler,,,,,,
9780316247184,Our Band Could Be Your Life,Michael Azerrad,,25.99,0316247189,,1st December 2012,ePUB,English,528,General Adult,,,"Little, Brown and Company",,,,,Digital original,
9780141960241,,,,,,,,,,,,,,,,,,,,
9780141925325,Any Human Heart,William Boyd,,15.99,0141925329,,6th March 2003,ePUB,English,512,General Adult,,,Penguin Books Ltd,,,,,,
9780141956961,Crime and Punishment,Fyodor Dostoevsky,,10.99,0141956968,,27th February 2014,ePUB,English,720,General Adult,,,Penguin Books Ltd,,,,,,
9780062368683,,,,,,,,,,,,,,,,,,,,
9780061911491,Hunger,Michael Grant,,13.99,0061911496,Gone  Book 2,26th May 2009,ePUB,English,608,Teenager/Young Adult,12 - 18 years old,8+,HarperCollins,,,,2,,
9781370085170,The Fire Islands,Gilbert M. Stack,,,1370085176,Legionnaire,1st December 2017,ePUB,English,,,,,Gilbert M. Stack,,,,,,
9780061802638,,,,,,,,,,,,,,,,,,,,
9780241988794,The Catcher in the Rye,J. D. Salinger,,15.99,0241988799,,13th August 2019,ePUB,English,240,General Adult,,,Penguin Books Ltd,,,,,Digital original,
9780748111466,Bloodline,Mark Billingham,,12.99,0748111468,Tom Thorne Novels  Book 8,6th August 2009,ePUB,English,352,General Adult,,,"Little, Brown Book Group",,,,8,Digital original,
9780141962016,The Rule of Law,Rt Hon Lord Bingham of Cornhill KG PC FBA Tom Bingham,,15.99,0141962011,,7th July 2011,ePUB,English,224,Professional and Scholarly,,,Penguin Books Ltd,,,,,,
9780330468565,Last Bus to Woodstock,Colin Dexter,,,0330468561,,21st August 2009,ePUB,English,,,,,,,,,,,
9780141929552,A Moment of War,Laurie Lee,,15.99,0141929553,Penguin Modern Classics,1st January 2000,ePUB,English,192,General Adult,,,Penguin Books Ltd,,,,,,
9780571357048,March of the Lemmings,Stewart Lee,18.69,15.99,0571357040,,3rd September 2019,ePUB,English,324,General Adult,,,Faber & Faber,,,,,,
9780743483308,Path of the Assassin,Brad Thor,,9.99,0743483308,The Scot Harvath Series,15th April 2003,ePUB,English,384,General Adult,,,Atria Books,,,,2,,
9780857896315,The Case of the Missing Boyfriend,Nick Alexander,,5.99,0857896318,The Missing Boyfriend Series  Book 1,1st August 2011,ePUB,English,200,General Adult,,,Corvus,,,,1,,
9781405522779,The Collector,Nora Roberts,,11.99,1405522771,,15th April 2014,ePUB,English,496,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9781250175816,The Deceivers,Kristen Simmons,14.95,11.99,125017581X,Vale Hall  Book 1,5th February 2019,ePUB,English,,,12 - 18 years old,,Tor Publishing Group,,,,1,,
9780735214163,Profit First,Mike Michalowicz,29.14,23.99,0735214166,,18th January 2017,ePUB,English,,,,,Penguin Publishing Group,,,,,,
9780748110049,Matter,Iain M. Banks,,12.99,0748110046,Culture,4th September 2008,ePUB,English,608,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780141963792,If Beale Street Could Talk,James Baldwin,,15.99,0141963794,Penguin Modern Classics,1st January 2000,ePUB,English,240,General Adult,,,Penguin Books Ltd,,,,,,
9780307792419,Caves of Steel,Isaac Asimov,13.19,10.99,0307792412,The Robot Series  Book 2,13th April 2011,ePUB,English,,,,,Random House Publishing Group,,,,2,,
9780241341049,Everything is Figureoutable,Marie Forleo,,4.99,0241341043,,12th September 2019,ePUB,English,240,General Adult,,,Penguin Books Ltd,,,,,,
9781405934633,The Glass Woman,Caroline Lea,,15.99,1405934638,,7th February 2019,ePUB,English,464,General Adult,,,Penguin Books Ltd,,,,,,
9780486113708,The Elements of Style,William Strunk Jr.,,5.80,0486113701,,7th March 2012,ePUB,English,64,,,,Dover Publications,,,,,,1
9780356511078,The Labyrinth Index,Charles Stross,,12.99,0356511073,Laundry Files  Book 9,30th October 2018,ePUB,English,368,General Adult,,,"Little, Brown Book Group",,,,9,,
9780751564150,Billy Connolly's Tracks Across America,Billy Connolly,,19.99,075156415X,,31st March 2016,ePUB,English,288,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780759574731,The Tipping Point,Malcolm Gladwell,,,0759574731,,1st November 2006,ePUB,English,288,General Adult,,,"Little, Brown and Company",,,,,Digital original,
9781306020275,Dying for a Cruise,Joyce Cato,,,1306020271,,1st January 2012,E-Book,English,225,General Adult,,,Robert Hale & Company,US,,,,,
9780748123032,Me Talk Pretty One Day,David Sedaris,,12.99,0748123032,,5th August 2010,ePUB,English,288,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780330507073,The Red Tent,Anita Diamant,,,0330507079,,18th September 2009,ePUB,English,,,,,,,,,,,
9781405527583,The Bones Beneath,Mark Billingham,,11.99,1405527587,Tom Thorne Novels  Book 12,22nd May 2014,ePUB,English,400,General Adult,,,"Little, Brown Book Group",,,,12,Digital original,
9780241334225,Brain Freeze,Tom Fletcher,,1.99,0241334225,,22nd February 2018,ePUB,English,112,Children,6 - 8 years old,,Penguin Random House Children's UK,,,,,,
9780061947438,Mere Christianity,C. S. Lewis,,5.99,0061947431,,2nd June 2009,ePUB,English,256,General Adult,,,HarperCollins,,,,,,
9780007328918,A Winter's Tale,Trisha Ashley,,9.99,0007328915,,29th May 2009,ePUB,English,416,General Adult,,,HarperCollins Publishers,,,,,,
9781407004563,A Mother's Courage,Dilly Court,,15.99,1407004565,,4th September 2008,ePUB,English,544,General Adult,,,Random House,,,,,,
9780755389506,One Cretan Evening and Other Stories,Victoria Hislop,,3.99,0755389506,,15th September 2011,ePUB,English,72,General Adult,,,Headline,,,,,Digital original,
9780297864547,The Hairy Bikers' 12 Days of Christmas,Hairy Bikers,,19.99,0297864548,The Hairy Bikers,2nd December 2010,ePUB,English,224,General Adult,,,Orion,,,,,Digital original,
9780748132034,Quite Ugly One Morning,Christopher Brookmyre,,11.99,0748132031,Jack Parlabane  Book 1,16th June 2011,ePUB,English,320,General Adult,,,"Little, Brown Book Group",,,,1,Digital original,
9780748121779,Immortal in Death,J.D. Robb,,11.99,0748121773,In Death  Book 3,7th October 2010,ePUB,English,352,General Adult,,,"Little, Brown Book Group",,,,3,Digital original,
9780316310444,The Lost Sisters,Holly Black,,,0316310441,,2nd October 2018,ePUB,English,100,Children,12 - 99 years old,7 - 17,"Little, Brown Books for Young Readers",,,,,Digital original,
9780241969564,The Tea Planter's Wife,Dinah Jefferies,,15.99,0241969565,,3rd September 2015,ePUB,English,386,General Adult,,,Penguin Books Ltd,,,,,,
9780755357208,The Legion (Eagles of the Empire 10),Simon Scarrow,,12.99,0755357205,Eagles of the Empire  Book 96,11th November 2010,ePUB,English,448,General Adult,,,Headline,,,,96,Digital original,
9780571339150,Ayoade on Top,Richard Ayoade,14.29,12.99,0571339158,,3rd September 2019,ePUB,English,256,General Adult,,,Faber & Faber,,,,,,
9780575097599,Rivers of London,Ben Aaronovitch,,11.99,0575097590,A Rivers of London novel  Book 1,10th January 2011,ePUB,English,384,General Adult,,,Orion,,,,1,Digital original,
9780241243688,Village Christmas,Laurie Lee,,14.99,0241243688,Penguin Modern Classics,5th November 2015,ePUB,English,200,General Adult,,,Penguin Books Ltd,,,,,,
9780062982735,,,,,,,,,,,,,,,,,,,,
9781405928571,Into the Fire,Gregg Hurwitz,,15.99,1405928573,An Orphan X Novel,20th February 2020,ePUB,English,400,General Adult,,,Penguin Books Ltd,,,,,,
9780753549049,The Bracelet,Fredrica Alleyn,,16.99,0753549042,,11th April 2013,ePUB,English,320,General Adult,,,Ebury Publishing,,,,,,1
9780141964072,Belle,Lesley Pearse,,15.99,0141964073,Belle  Book 1,3rd February 2011,ePUB,English,624,General Adult,,,Penguin Books Ltd,,,,1,,
9780141386041,Revolting Rhymers,Quentin Blake,,0.00,0141386045,,6th February 2017,ePUB,English,32,Children,6 - 8 years old,,Penguin Random House Children's UK,,,,,Digital original,
9780748129454,Rafa,Rafael Nadal,,12.99,0748129456,,18th August 2011,ePUB,English,320,General Adult,,,"Little, Brown Book Group",,,,,Digital original,
9780141939230,White Teeth,Zadie Smith,,15.99,0141939230,,25th January 2001,ePUB,English,560,General Adult,,,Penguin Books Ltd,,,,,,
9781401944865,You Are the Placebo,Dr. Joe Dispenza,27.86,22.99,1401944868,,29th April 2014,ePUB,English,,,,,Hay House,,,,,,
9780241981368,An Almost Perfect Christmas,Nina Stibbe,,15.99,0241981360,,2nd November 2017,ePUB,English,176,General Adult,,,Penguin Books Ltd,,,,,,
9781370912865,Books for Girls,Katrina Kahler,,,1370912862,,24th April 2017,ePUB,English,,,,,Katrina Kahler,,,,,,
9781473573222,The Children's Block,Otto B Kraus,,15.99,147357322X,,17th October 2019,ePUB,English,320,General Adult,,,Ebury Publishing,,,,,,
9780241404171,How Not to Be a Professional Racing Driver,Jason Plato,,14.99,0241404177,,19th September 2019,ePUB,English,304,General Adult,,,Penguin Books Ltd,,,,,,
9780547249643,1984,George Orwell,,9.99,0547249640,,3rd September 2013,ePUB,English,,,,,HarperCollins,,,,,,
9780544187610,The Paleo Diet Revised,Loren Cordain,29.69,23.99,054418761X,Paleo,27th February 2024,ePUB,English,288,,,,HarperCollins,,,,,,1
9780230768130,,,,,,,,,,,,,,,,,,,,
9780330473323,Birds of Prey,Wilbur Smith,,,0330473328,,4th September 2008,ePUB,English,784,,,,,,,,,,
9780307792419,Caves of Steel,Isaac Asimov,13.19,10.99,0307792412,The Robot Series  Book 2,13th April 2011,ePUB,English,,,,,Random House Publishing Group,,,,2,,
9781405909969,Billy and Me,Giovanna Fletcher,,15.99,140590996X,,23rd May 2013,ePUB,English,416,General Adult,,,Penguin Books Ltd,,,,,,
9780830844135,John,Michael Card,,37.07,0830844139,Biblical Imagination,14th July 2014,Paperback,English,237,Professional and Scholarly,,,INTER VARSITY PR,US,22.61 x 14.99 x 2.03,0.34,,,
9781387629923,Somebody I Used to Know,Wendy Mitchell,,,1387629921,,22nd March 2018,ePUB,English,,General Adult,,,Lulu.com,,,,,Digital original,1
9781407035284,Thief Of Time,Terry Pratchett,,15.99,1407035282,Discworld  Book #26,9th October 2008,ePUB,English,432,General Adult,9 - 12 years old,4 - 7,Transworld,,,,,,
9781405912990,On Dublin Street,Samantha Young,,15.99,1405912995,,25th October 2012,ePUB,English,416,General Adult,,,Penguin Books Ltd,,,,,,
9780842313940,Hinds' Feet on High Places,Hannah Hurnard,28.99,26.25,084231394X,,25th July 1986,Hardcover,English,320,General Adult,,,TYNDALE PUB,US,19.05 x 12.07 x 2.54,0.45,,,
9780842384896,Holy Bible,Tyndale House Publishers,,,0842384898,,1st July 2004,Hardcover,English,1024,General Adult,,,Tyndale House Publishers,US,22.86 x 15.24 x 3.81,0.93,,,2
9780307414144,,,,,,,,,,,,,,,,,,,,
9780992984915,Dominic,L.A. Casey,,4.99,0992984912,Slater Brothers  Book 1,13th March 2016,ePUB,English,,,,,?L.A. Casey,,,,1,,
9780575091511,Before They Are Hanged : First Law,Joe Abercrombie,,12.99,0575091517,The First Law  Book 2,18th June 2009,ePUB,English,592,General Adult,,,Orion,,,,2,Digital original,
9780141935386,Be As You Are,David Godman,,14.99,0141935383,,1st January 2000,ePUB,English,272,General Adult,,,Penguin Books Ltd,,,,,,
9780241146422,Underland,Robert Macfarlane,,16.99,0241146429,,2nd May 2019,ePUB,English,496,General Adult,,,Penguin Books Ltd,,,,,,
9780755374076,Goodnight Lady,Martina Cole,24.99,23.75,075537407X,,1st January 2011,Paperback,English,832,General Adult,,,Headline,GB,5.4 x 13 x 19.7,0.59,,,1
9781407034737,Moving Pictures,Terry Pratchett,,15.99,1407034731,Discworld  Book #10,27th May 2009,ePUB,English,400,General Adult,,,Transworld,,,,,,
9780768403053,Gateway to the Seer Realm,Barbie Breathitt,,32.63,0768403057,,21st August 2012,Paperback,English,316,General Adult,,,DESTINY IMAGE INC,US,22.91 x 15.47 x 2.08,0.46,,,
9781405914970,Pop Goes the Weasel,M. J. Arlidge,,15.99,1405914971,Detective Inspector Helen Grace  Book 2,11th September 2014,ePUB,English,464,General Adult,,,Penguin Books Ltd,,,,2,,
9780765377081,The Dark Forest,Cixin Liu,,55.75,076537708X,Three-Body Problem,11th August 2015,Hardcover,English,512,General Adult,,,Tor Books,US,23.5 x 16 x 4.5,0.72,,,
9780141903989,Giovanni's Room,James Baldwin,,15.99,0141903988,Penguin Modern Classics,4th October 2001,ePUB,English,176,General Adult,0 - 2 years old,,Penguin Books Ltd,,,,,,
9781311796653,Furry Friends,K Campbell,,,1311796657,,26th February 2016,ePUB,English,,,,,Katrina Kahler,,,,,,
9780141909417,Carrie's War,Nina Bawden,,,0141909412,A Puffin Book,26th May 2005,ePUB,English,192,Children,9 - 11 years old,,Penguin Books Ltd,,,,,,
9781407070742,A Mistletoe Kiss,Katie Flynn,,15.99,1407070746,,5th August 2010,ePUB,English,448,General Adult,,,Random House,,,,,,
9780141923680,,,,,,,,,,,,,,,,,,,,
